city,year,sport,discipline,event,gender,country_code,country,event_gender,medal,GDP
Atlanta,1996,Volleyball,Volleyball,volleyball,Women,BRA,Brazil,W,Bronze,850425828275.793
Atlanta,1996,Volleyball,Volleyball,volleyball,Women,BRA,Brazil,W,Bronze,850425828275.793
Atlanta,1996,Volleyball,Volleyball,volleyball,Men,ITA,Italy,M,Silver,1308929351236.04
Atlanta,1996,Volleyball,Volleyball,volleyball,Women,CHN,China,W,Silver,863746717503.789
Atlanta,1996,Volleyball,Volleyball,volleyball,Men,ITA,Italy,M,Silver,1308929351236.04
Atlanta,1996,Volleyball,Volleyball,volleyball,Men,ITA,Italy,M,Silver,1308929351236.04
Atlanta,1996,Volleyball,Volleyball,volleyball,Men,ITA,Italy,M,Silver,1308929351236.04
Atlanta,1996,Volleyball,Volleyball,volleyball,Women,BRA,Brazil,W,Bronze,850425828275.793
Atlanta,1996,Volleyball,Volleyball,volleyball,Women,CHN,China,W,Silver,863746717503.789
Atlanta,1996,Volleyball,Volleyball,volleyball,Women,CHN,China,W,Silver,863746717503.789
Atlanta,1996,Volleyball,Volleyball,volleyball,Women,CUB,Cuba,W,Gold,25017300000
Atlanta,1996,Volleyball,Volleyball,volleyball,Women,CUB,Cuba,W,Gold,25017300000
Atlanta,1996,Volleyball,Volleyball,volleyball,Women,CHN,China,W,Silver,863746717503.789
Atlanta,1996,Volleyball,Volleyball,volleyball,Men,ITA,Italy,M,Silver,1308929351236.04
Atlanta,1996,Volleyball,Volleyball,volleyball,Men,ITA,Italy,M,Silver,1308929351236.04
Atlanta,1996,Volleyball,Volleyball,volleyball,Women,CUB,Cuba,W,Gold,25017300000
Atlanta,1996,Volleyball,Volleyball,volleyball,Women,BRA,Brazil,W,Bronze,850425828275.793
Atlanta,1996,Weightlifting,Weightlifting,"64 - 70kg, total (lightweight)",Men,HUN,Hungary,M,Bronze,46659796772.5473
Atlanta,1996,Weightlifting,Weightlifting,"99 - 108kg, total (heavyweight)",Men,UKR,Ukraine,M,Gold,44558077827.135
Atlanta,1996,Weightlifting,Weightlifting,"70 - 76kg, total (middleweight)",Men,CUB,Cuba,M,Gold,25017300000
Atlanta,1996,Weightlifting,Weightlifting,"99 - 108kg, total (heavyweight)",Men,ROU,Romania,M,Bronze,37182938696.0752
Atlanta,1996,Weightlifting,Weightlifting,"- 54kg, total (flyweight)",Men,CHN,China,M,Silver,863746717503.789
Atlanta,1996,Weightlifting,Weightlifting,"59 - 64kg, total (featherweight)",Men,TUR,Turkey,M,Gold,181475555282.555
Atlanta,1996,Weightlifting,Weightlifting,"+ 108kg, total (super heavyweight)",Men,AUS,Australia,M,Bronze,401819423368.74
Atlanta,1996,Weightlifting,Weightlifting,"83 - 91kg, total (middle-heavyweight)",Men,RUS,Russia,M,Gold,391719993756.828
Atlanta,1996,Weightlifting,Weightlifting,"91 - 99kg, total (first-heavyweight)",Men,UKR,Ukraine,M,Bronze,44558077827.135
Atlanta,1996,Weightlifting,Weightlifting,"- 54kg, total (flyweight)",Men,TUR,Turkey,M,Gold,181475555282.555
Atlanta,1996,Weightlifting,Weightlifting,"91 - 99kg, total (first-heavyweight)",Men,KAZ,Kazakhstan,M,Silver,21035357832.8019
Atlanta,1996,Weightlifting,Weightlifting,"59 - 64kg, total (featherweight)",Men,CHN,China,M,Bronze,863746717503.789
Atlanta,1996,Weightlifting,Weightlifting,"+ 108kg, total (super heavyweight)",Men,RUS,Russia,M,Gold,391719993756.828
Atlanta,1996,Weightlifting,Weightlifting,"76 - 83kg, total (light-heavyweight)",Men,POL,Poland,M,Bronze,159942880456.956
Atlanta,1996,Weightlifting,Weightlifting,"64 - 70kg, total (lightweight)",Men,CHN,China,M,Gold,863746717503.789
Atlanta,1996,Weightlifting,Weightlifting,"54 - 59kg, total (bantamweight)",Men,CHN,China,M,Gold,863746717503.789
Atlanta,1996,Weightlifting,Weightlifting,"99 - 108kg, total (heavyweight)",Men,RUS,Russia,M,Silver,391719993756.828
Atlanta,1996,Wrestling,Wrestling Free.,62 - 68kg (lightweight),Men,UKR,Ukraine,M,Bronze,44558077827.135
Atlanta,1996,Wrestling,Wrestling Free.,82 - 90kg (light-heavyweight),Men,RUS,Russia,M,Silver,391719993756.828
Atlanta,1996,Wrestling,Wrestling Free.,57 - 62kg (featherweight),Men,UKR,Ukraine,M,Bronze,44558077827.135
Atlanta,1996,Wrestling,Wrestling Free.,68 - 74kg (welterweight),Men,JPN,Japan,M,Bronze,4833712542207.1
Atlanta,1996,Wrestling,Wrestling Free.,68 - 74kg (welterweight),Men,RUS,Russia,M,Gold,391719993756.828
Atlanta,1996,Wrestling,Wrestling Free.,90 - 100kg (heavyweight),Men,USA,United States,M,Gold,8100201000000
Atlanta,1996,Wrestling,Wrestling Free.,- 48kg (light-flyweight),Men,ARM,Armenia,M,Silver,1596968913.27897
Atlanta,1996,Wrestling,Wrestling Free.,48 - 52kg (flyweight),Men,KAZ,Kazakhstan,M,Bronze,21035357832.8019
Atlanta,1996,Wrestling,Wrestling Free.,62 - 68kg (lightweight),Men,RUS,Russia,M,Gold,391719993756.828
Atlanta,1996,Wrestling,Wrestling Free.,74 - 82kg (middleweight),Men,KOR,"Korea, South",M,Silver,598099073901.423
Atlanta,1996,Wrestling,Wrestling Free.,68 - 74kg (welterweight),Men,KOR,"Korea, South",M,Silver,598099073901.423
Atlanta,1996,Wrestling,Wrestling Free.,62 - 68kg (lightweight),Men,USA,United States,M,Silver,8100201000000
Atlanta,1996,Wrestling,Wrestling Free.,100 - 130kg (super heavyweight),Men,USA,United States,M,Bronze,8100201000000
Atlanta,1996,Wrestling,Wrestling Free.,74 - 82kg (middleweight),Men,RUS,Russia,M,Gold,391719993756.828
Atlanta,1996,Wrestling,Wrestling Free.,57 - 62kg (featherweight),Men,KOR,"Korea, South",M,Silver,598099073901.423
Atlanta,1996,Wrestling,Wrestling Free.,52 - 57kg (bantamweight),Men,USA,United States,M,Gold,8100201000000
Atlanta,1996,Wrestling,Wrestling Free.,48 - 52kg (flyweight),Men,AZE,Azerbaijan,M,Silver,3176749593.11788
Atlanta,1996,Wrestling,Wrestling Free.,100 - 130kg (super heavyweight),Men,BLR,Belarus,M,Silver,14756861538.4615
Atlanta,1996,Wrestling,Wrestling Free.,82 - 90kg (light-heavyweight),Men,GEO,Georgia,M,Bronze,3094915505.9093
Atlanta,1996,Wrestling,Wrestling Free.,52 - 57kg (bantamweight),Men,CAN,Canada,M,Silver,628546387972.131
Atlanta,1996,Wrestling,Wrestling Free.,100 - 130kg (super heavyweight),Men,TUR,Turkey,M,Gold,181475555282.555
Atlanta,1996,Wrestling,Wrestling Free.,- 48kg (light-flyweight),Men,CUB,Cuba,M,Bronze,25017300000
Atlanta,1996,Wrestling,Wrestling Free.,57 - 62kg (featherweight),Men,USA,United States,M,Gold,8100201000000
Atlanta,1996,Wrestling,Wrestling Gre-R,90 - 100kg (heavyweight),Men,SWE,Sweden,M,Bronze,288103936773.039
Atlanta,1996,Wrestling,Wrestling Gre-R,48 - 52kg (flyweight),Men,ARM,Armenia,M,Gold,1596968913.27897
Atlanta,1996,Wrestling,Wrestling Gre-R,48 - 52kg (flyweight),Men,UKR,Ukraine,M,Bronze,44558077827.135
Atlanta,1996,Wrestling,Wrestling Gre-R,57 - 62kg (featherweight),Men,TUR,Turkey,M,Bronze,181475555282.555
Atlanta,1996,Wrestling,Wrestling Gre-R,74 - 82kg (middleweight),Men,BLR,Belarus,M,Bronze,14756861538.4615
Atlanta,1996,Wrestling,Wrestling Gre-R,57 - 62kg (featherweight),Men,POL,Poland,M,Gold,159942880456.956
Atlanta,1996,Wrestling,Wrestling Gre-R,74 - 82kg (middleweight),Men,TUR,Turkey,M,Gold,181475555282.555
Atlanta,1996,Wrestling,Wrestling Gre-R,90 - 100kg (heavyweight),Men,POL,Poland,M,Gold,159942880456.956
Atlanta,1996,Wrestling,Wrestling Gre-R,57 - 62kg (featherweight),Men,CUB,Cuba,M,Silver,25017300000
Atlanta,1996,Wrestling,Wrestling Gre-R,- 48kg (light-flyweight),Men,KOR,"Korea, South",M,Gold,598099073901.423
Atlanta,1996,Wrestling,Wrestling Gre-R,100 - 130kg (super heavyweight),Men,RUS,Russia,M,Gold,391719993756.828
Atlanta,1996,Wrestling,Wrestling Gre-R,82 - 90kg (light-heavyweight),Men,UKR,Ukraine,M,Gold,44558077827.135
Atlanta,1996,Wrestling,Wrestling Gre-R,62 - 68kg (lightweight),Men,RUS,Russia,M,Bronze,391719993756.828
Atlanta,1996,Wrestling,Wrestling Gre-R,82 - 90kg (light-heavyweight),Men,POL,Poland,M,Silver,159942880456.956
Atlanta,1996,Wrestling,Wrestling Gre-R,90 - 100kg (heavyweight),Men,BLR,Belarus,M,Silver,14756861538.4615
Atlanta,1996,Wrestling,Wrestling Gre-R,100 - 130kg (super heavyweight),Men,MDA,Moldova,M,Bronze,1695130456.52174
Atlanta,1996,Wrestling,Wrestling Gre-R,52 - 57kg (bantamweight),Men,USA,United States,M,Silver,8100201000000
Atlanta,1996,Wrestling,Wrestling Gre-R,52 - 57kg (bantamweight),Men,CHN,China,M,Bronze,863746717503.789
Atlanta,1996,Wrestling,Wrestling Gre-R,100 - 130kg (super heavyweight),Men,USA,United States,M,Silver,8100201000000
Atlanta,1996,Wrestling,Wrestling Gre-R,- 48kg (light-flyweight),Men,BLR,Belarus,M,Silver,14756861538.4615
Atlanta,1996,Wrestling,Wrestling Gre-R,52 - 57kg (bantamweight),Men,KAZ,Kazakhstan,M,Gold,21035357832.8019
Atlanta,1996,Wrestling,Wrestling Gre-R,62 - 68kg (lightweight),Men,POL,Poland,M,Gold,159942880456.956
Atlanta,1996,Wrestling,Wrestling Gre-R,- 48kg (light-flyweight),Men,RUS,Russia,M,Bronze,391719993756.828
Atlanta,1996,Wrestling,Wrestling Gre-R,62 - 68kg (lightweight),Men,FRA,France,M,Silver,1614245416078.98
Atlanta,1996,Wrestling,Wrestling Gre-R,68 - 74kg (welterweight),Men,CUB,Cuba,M,Gold,25017300000
Atlanta,1996,Wrestling,Wrestling Gre-R,68 - 74kg (welterweight),Men,POL,Poland,M,Bronze,159942880456.956
Atlanta,1996,Wrestling,Wrestling Gre-R,48 - 52kg (flyweight),Men,USA,United States,M,Silver,8100201000000
Atlanta,1996,Wrestling,Wrestling Gre-R,68 - 74kg (welterweight),Men,FIN,Finland,M,Silver,132099404607.818
Sydney,2000,Aquatics,Diving,10m platform,Men,CHN,China,M,Silver,1211346869605.24
Sydney,2000,Aquatics,Diving,synchronized diving 10m platform,Women,AUS,Australia,W,Bronze,415446209885.072
Sydney,2000,Aquatics,Diving,synchronized diving 3m springboard,Women,RUS,Russia,W,Gold,259708496267.33
Sydney,2000,Aquatics,Diving,synchronized diving 10m platform,Women,AUS,Australia,W,Bronze,415446209885.072
Sydney,2000,Aquatics,Diving,10m platform,Women,USA,United States,W,Gold,10284779000000
Sydney,2000,Aquatics,Diving,3m springboard,Women,CHN,China,W,Silver,1211346869605.24
Sydney,2000,Aquatics,Diving,10m platform,Men,RUS,Russia,M,Bronze,259708496267.33
Sydney,2000,Aquatics,Diving,synchronized diving 10m platform,Men,CHN,China,M,Silver,1211346869605.24
Sydney,2000,Aquatics,Diving,synchronized diving 3m springboard,Men,AUS,Australia,M,Bronze,415446209885.072
Sydney,2000,Aquatics,Diving,synchronized diving 3m springboard,Men,CHN,China,M,Gold,1211346869605.24
Sydney,2000,Aquatics,Diving,synchronized diving 3m springboard,Men,CHN,China,M,Gold,1211346869605.24
Sydney,2000,Aquatics,Diving,synchronized diving 10m platform,Women,CHN,China,W,Gold,1211346869605.24
Sydney,2000,Aquatics,Diving,10m platform,Women,CAN,Canada,W,Bronze,742293448252.643
Sydney,2000,Aquatics,Diving,10m platform,Women,CHN,China,W,Silver,1211346869605.24
Sydney,2000,Aquatics,Diving,3m springboard,Men,MEX,Mexico,M,Silver,683647965226.955
Sydney,2000,Aquatics,Diving,synchronized diving 10m platform,Women,CHN,China,W,Gold,1211346869605.24
Sydney,2000,Aquatics,Diving,3m springboard,Women,CHN,China,W,Gold,1211346869605.24
Sydney,2000,Aquatics,Diving,synchronized diving 3m springboard,Women,RUS,Russia,W,Gold,259708496267.33
Sydney,2000,Aquatics,Diving,synchronized diving 10m platform,Men,RUS,Russia,M,Gold,259708496267.33
Sydney,2000,Aquatics,Diving,10m platform,Men,CHN,China,M,Gold,1211346869605.24
Sydney,2000,Aquatics,Diving,synchronized diving 3m springboard,Men,AUS,Australia,M,Bronze,415446209885.072
Sydney,2000,Aquatics,Diving,synchronized diving 10m platform,Men,RUS,Russia,M,Gold,259708496267.33
Sydney,2000,Aquatics,Diving,synchronized diving 3m springboard,Women,CHN,China,W,Silver,1211346869605.24
Sydney,2000,Aquatics,Diving,synchronized diving 3m springboard,Women,UKR,Ukraine,W,Bronze,31261527363.144
Sydney,2000,Aquatics,Diving,synchronized diving 3m springboard,Women,CHN,China,W,Silver,1211346869605.24
Sydney,2000,Aquatics,Diving,synchronized diving 3m springboard,Men,RUS,Russia,M,Silver,259708496267.33
Sydney,2000,Aquatics,Diving,3m springboard,Men,CHN,China,M,Gold,1211346869605.24
Sydney,2000,Aquatics,Diving,3m springboard,Men,RUS,Russia,M,Bronze,259708496267.33
Sydney,2000,Aquatics,Diving,synchronized diving 3m springboard,Men,RUS,Russia,M,Silver,259708496267.33
Sydney,2000,Aquatics,Diving,synchronized diving 10m platform,Women,CAN,Canada,W,Silver,742293448252.643
Sydney,2000,Aquatics,Diving,synchronized diving 3m springboard,Women,UKR,Ukraine,W,Bronze,31261527363.144
Sydney,2000,Aquatics,Diving,synchronized diving 10m platform,Women,CAN,Canada,W,Silver,742293448252.643
Sydney,2000,Aquatics,Diving,synchronized diving 10m platform,Men,CHN,China,M,Silver,1211346869605.24
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Women,USA,United States,W,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,4x200m freestyle relay,Men,AUS,Australia,M,Gold,415446209885.072
Sydney,2000,Aquatics,Swimming,100m freestyle,Men,USA,United States,M,Bronze,10284779000000
Sydney,2000,Aquatics,Swimming,4x100m freestyle relay,Women,SWE,Sweden,W,Bronze,259802012617.057
Sydney,2000,Aquatics,Swimming,200m freestyle,Women,AUS,Australia,W,Gold,415446209885.072
Sydney,2000,Aquatics,Swimming,200m individual medley,Women,ROU,Romania,W,Silver,37438527799.5302
Sydney,2000,Aquatics,Swimming,400m individual medley,Women,JPN,Japan,W,Silver,4887519660744.86
Sydney,2000,Aquatics,Swimming,4x200m freestyle relay,Men,USA,United States,M,Silver,10284779000000
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Women,JPN,Japan,W,Bronze,4887519660744.86
Sydney,2000,Aquatics,Swimming,4x200m freestyle relay,Women,USA,United States,W,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,100m backstroke,Women,ROU,Romania,W,Gold,37438527799.5302
Sydney,2000,Aquatics,Swimming,4x100m freestyle relay,Men,BRA,Brazil,M,Bronze,655421153320.579
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Women,JPN,Japan,W,Bronze,4887519660744.86
Sydney,2000,Aquatics,Swimming,4x100m freestyle relay,Women,USA,United States,W,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,100m butterfly,Men,AUS,Australia,M,Bronze,415446209885.072
Sydney,2000,Aquatics,Swimming,50m freestyle,Women,USA,United States,W,Bronze,10284779000000
Sydney,2000,Aquatics,Swimming,400m individual medley,Men,CAN,Canada,M,Bronze,742293448252.643
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Men,AUS,Australia,M,Silver,415446209885.072
Sydney,2000,Aquatics,Swimming,4x100m freestyle relay,Men,AUS,Australia,M,Gold,415446209885.072
Sydney,2000,Aquatics,Swimming,200m backstroke,Men,USA,United States,M,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,200m freestyle,Men,AUS,Australia,M,Silver,415446209885.072
Sydney,2000,Aquatics,Swimming,4x100m freestyle relay,Men,AUS,Australia,M,Gold,415446209885.072
Sydney,2000,Aquatics,Swimming,200m individual medley,Men,ITA,Italy,M,Gold,1141759996314.72
Sydney,2000,Aquatics,Swimming,4x100m freestyle relay,Men,BRA,Brazil,M,Bronze,655421153320.579
Sydney,2000,Aquatics,Swimming,4x100m freestyle relay,Men,USA,United States,M,Silver,10284779000000
Sydney,2000,Aquatics,Swimming,4x100m freestyle relay,Men,USA,United States,M,Silver,10284779000000
Sydney,2000,Aquatics,Swimming,4x100m freestyle relay,Men,BRA,Brazil,M,Bronze,655421153320.579
Sydney,2000,Aquatics,Swimming,200m breaststroke,Women,USA,United States,W,Silver,10284779000000
Sydney,2000,Aquatics,Swimming,50m freestyle,Men,USA,United States,M,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,200m backstroke,Men,AUS,Australia,M,Bronze,415446209885.072
Sydney,2000,Aquatics,Swimming,4x200m freestyle relay,Women,USA,United States,W,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,4x200m freestyle relay,Men,AUS,Australia,M,Gold,415446209885.072
Sydney,2000,Aquatics,Swimming,800m freestyle,Women,USA,United States,W,Bronze,10284779000000
Sydney,2000,Aquatics,Swimming,50m freestyle,Men,USA,United States,M,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,200m breaststroke,Men,ITA,Italy,M,Gold,1141759996314.72
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Women,AUS,Australia,W,Silver,415446209885.072
Sydney,2000,Aquatics,Swimming,100m breaststroke,Women,AUS,Australia,W,Silver,415446209885.072
Sydney,2000,Aquatics,Swimming,4x200m freestyle relay,Women,AUS,Australia,W,Silver,415446209885.072
Sydney,2000,Aquatics,Swimming,4x100m freestyle relay,Women,SWE,Sweden,W,Bronze,259802012617.057
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Men,AUS,Australia,M,Silver,415446209885.072
Sydney,2000,Aquatics,Swimming,4x200m freestyle relay,Men,AUS,Australia,M,Gold,415446209885.072
Sydney,2000,Aquatics,Swimming,100m freestyle,Women,USA,United States,W,Bronze,10284779000000
Sydney,2000,Aquatics,Swimming,4x200m freestyle relay,Women,USA,United States,W,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,200m freestyle,Women,SVK,Slovakia,W,Silver,29114875621.8905
Sydney,2000,Aquatics,Swimming,4x100m freestyle relay,Women,SWE,Sweden,W,Bronze,259802012617.057
Sydney,2000,Aquatics,Swimming,200m butterfly,Women,AUS,Australia,W,Silver,415446209885.072
Sydney,2000,Aquatics,Swimming,200m breaststroke,Women,HUN,Hungary,W,Gold,47310623887.2319
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Women,USA,United States,W,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,200m backstroke,Women,ROU,Romania,W,Gold,37438527799.5302
Sydney,2000,Aquatics,Swimming,400m freestyle,Women,USA,United States,W,Silver,10284779000000
Sydney,2000,Aquatics,Swimming,4x200m freestyle relay,Women,AUS,Australia,W,Silver,415446209885.072
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Women,AUS,Australia,W,Silver,415446209885.072
Sydney,2000,Aquatics,Swimming,50m freestyle,Women,SWE,Sweden,W,Silver,259802012617.057
Sydney,2000,Aquatics,Swimming,200m breaststroke,Women,USA,United States,W,Bronze,10284779000000
Sydney,2000,Aquatics,Swimming,100m backstroke,Women,ESP,Spain,W,Bronze,595402616546.895
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Men,AUS,Australia,M,Silver,415446209885.072
Sydney,2000,Aquatics,Swimming,100m breaststroke,Men,USA,United States,M,Silver,10284779000000
Sydney,2000,Aquatics,Swimming,100m butterfly,Men,SWE,Sweden,M,Gold,259802012617.057
Sydney,2000,Aquatics,Swimming,4x200m freestyle relay,Men,USA,United States,M,Silver,10284779000000
Sydney,2000,Aquatics,Swimming,400m freestyle,Men,ITA,Italy,M,Silver,1141759996314.72
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Men,AUS,Australia,M,Silver,415446209885.072
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Men,AUS,Australia,M,Silver,415446209885.072
Sydney,2000,Aquatics,Swimming,100m breaststroke,Men,RUS,Russia,M,Bronze,259708496267.33
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Women,JPN,Japan,W,Bronze,4887519660744.86
Sydney,2000,Aquatics,Swimming,4x200m freestyle relay,Men,AUS,Australia,M,Gold,415446209885.072
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Women,AUS,Australia,W,Silver,415446209885.072
Sydney,2000,Aquatics,Swimming,100m butterfly,Women,USA,United States,W,Bronze,10284779000000
Sydney,2000,Aquatics,Swimming,100m freestyle,Men,RUS,Russia,M,Silver,259708496267.33
Sydney,2000,Aquatics,Swimming,200m butterfly,Men,UKR,Ukraine,M,Silver,31261527363.144
Sydney,2000,Aquatics,Swimming,4x200m freestyle relay,Men,AUS,Australia,M,Gold,415446209885.072
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Men,USA,United States,M,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,4x100m freestyle relay,Women,USA,United States,W,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,4x100m freestyle relay,Men,BRA,Brazil,M,Bronze,655421153320.579
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Women,AUS,Australia,W,Silver,415446209885.072
Sydney,2000,Aquatics,Swimming,800m freestyle,Women,UKR,Ukraine,W,Silver,31261527363.144
Sydney,2000,Aquatics,Swimming,1500m freestyle,Men,USA,United States,M,Bronze,10284779000000
Sydney,2000,Aquatics,Swimming,200m individual medley,Women,UKR,Ukraine,W,Gold,31261527363.144
Sydney,2000,Aquatics,Swimming,4x100m freestyle relay,Men,USA,United States,M,Silver,10284779000000
Sydney,2000,Aquatics,Swimming,200m freestyle,Men,ITA,Italy,M,Bronze,1141759996314.72
Sydney,2000,Aquatics,Swimming,4x100m freestyle relay,Women,SWE,Sweden,W,Bronze,259802012617.057
Sydney,2000,Aquatics,Swimming,4x200m freestyle relay,Women,AUS,Australia,W,Silver,415446209885.072
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Men,AUS,Australia,M,Silver,415446209885.072
Sydney,2000,Aquatics,Swimming,4x200m freestyle relay,Women,AUS,Australia,W,Silver,415446209885.072
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Men,USA,United States,M,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,200m individual medley,Women,USA,United States,W,Bronze,10284779000000
Sydney,2000,Aquatics,Swimming,400m freestyle,Women,USA,United States,W,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Women,USA,United States,W,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,4x100m freestyle relay,Men,USA,United States,M,Silver,10284779000000
Sydney,2000,Aquatics,Swimming,100m backstroke,Women,JPN,Japan,W,Silver,4887519660744.86
Sydney,2000,Aquatics,Swimming,4x100m freestyle relay,Men,AUS,Australia,M,Gold,415446209885.072
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Men,USA,United States,M,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,100m breaststroke,Women,USA,United States,W,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,4x200m freestyle relay,Men,USA,United States,M,Silver,10284779000000
Sydney,2000,Aquatics,Swimming,400m individual medley,Women,ROU,Romania,W,Bronze,37438527799.5302
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Women,USA,United States,W,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,200m butterfly,Women,AUS,Australia,W,Bronze,415446209885.072
Sydney,2000,Aquatics,Swimming,4x100m freestyle relay,Men,AUS,Australia,M,Gold,415446209885.072
Sydney,2000,Aquatics,Swimming,200m butterfly,Women,USA,United States,W,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,400m individual medley,Men,USA,United States,M,Silver,10284779000000
Sydney,2000,Aquatics,Swimming,200m backstroke,Women,JPN,Japan,W,Bronze,4887519660744.86
Sydney,2000,Aquatics,Swimming,4x200m freestyle relay,Men,AUS,Australia,M,Gold,415446209885.072
Sydney,2000,Aquatics,Swimming,100m freestyle,Women,USA,United States,W,Bronze,10284779000000
Sydney,2000,Aquatics,Swimming,400m freestyle,Men,AUS,Australia,M,Gold,415446209885.072
Sydney,2000,Aquatics,Swimming,1500m freestyle,Men,AUS,Australia,M,Gold,415446209885.072
Sydney,2000,Aquatics,Swimming,200m breaststroke,Men,ITA,Italy,M,Bronze,1141759996314.72
Sydney,2000,Aquatics,Swimming,400m individual medley,Women,UKR,Ukraine,W,Gold,31261527363.144
Sydney,2000,Aquatics,Swimming,4x100m freestyle relay,Men,AUS,Australia,M,Gold,415446209885.072
Sydney,2000,Aquatics,Swimming,4x200m freestyle relay,Men,USA,United States,M,Silver,10284779000000
Sydney,2000,Aquatics,Swimming,100m butterfly,Women,SVK,Slovakia,W,Silver,29114875621.8905
Sydney,2000,Aquatics,Swimming,800m freestyle,Women,USA,United States,W,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,4x100m freestyle relay,Men,USA,United States,M,Silver,10284779000000
Sydney,2000,Aquatics,Swimming,200m butterfly,Men,AUS,Australia,M,Bronze,415446209885.072
Sydney,2000,Aquatics,Swimming,100m backstroke,Men,USA,United States,M,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,1500m freestyle,Men,AUS,Australia,M,Silver,415446209885.072
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Men,USA,United States,M,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Men,USA,United States,M,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,100m butterfly,Men,AUS,Australia,M,Silver,415446209885.072
Sydney,2000,Aquatics,Swimming,4x200m freestyle relay,Women,AUS,Australia,W,Silver,415446209885.072
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Men,USA,United States,M,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,100m backstroke,Men,AUS,Australia,M,Silver,415446209885.072
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Women,AUS,Australia,W,Silver,415446209885.072
Sydney,2000,Aquatics,Swimming,4x100m freestyle relay,Women,USA,United States,W,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,200m backstroke,Women,FRA,France,W,Silver,1368438363736.87
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Women,USA,United States,W,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,4x100m freestyle relay,Women,USA,United States,W,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Women,USA,United States,W,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,200m backstroke,Men,USA,United States,M,Silver,10284779000000
Sydney,2000,Aquatics,Swimming,4x100m medley relay,Women,USA,United States,W,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,4x100m freestyle relay,Women,USA,United States,W,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,4x100m freestyle relay,Women,SWE,Sweden,W,Bronze,259802012617.057
Sydney,2000,Aquatics,Swimming,400m individual medley,Men,USA,United States,M,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,200m individual medley,Men,USA,United States,M,Silver,10284779000000
Sydney,2000,Aquatics,Swimming,4x100m freestyle relay,Men,AUS,Australia,M,Gold,415446209885.072
Sydney,2000,Aquatics,Swimming,4x100m freestyle relay,Women,USA,United States,W,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,4x200m freestyle relay,Women,USA,United States,W,Gold,10284779000000
Sydney,2000,Aquatics,Swimming,4x200m freestyle relay,Men,USA,United States,M,Silver,10284779000000
Sydney,2000,Aquatics,Swimming,4x200m freestyle relay,Women,AUS,Australia,W,Silver,415446209885.072
